video_title,author,comment_text,Cleaned_Comment,Sentiment
Java Tutorial: Variables and Data Types in Java Programming,@fmstudy9235,"<a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=2"">00:02</a> Java course covers Variable and Data Type<br><a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=209"">03:29</a> The anatomy of a Java program<br><a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=397"">06:37</a> Variables and Data Types in Java<br><a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=583"">09:43</a> Variable Naming Rules in Java<br><a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=769"">12:49</a> Java has eight primitive data types<br><a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=954"">15:54</a> Different Data Types in Java<br><a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=1114"">18:34</a> Java Primitive Data Types<br><a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=1284"">21:24</a> Java program to add three numbers",0002 Java course covers Variable and Data Type0329 The anatomy of a Java program0637 Variables and Data Types in Java0943 Variable Naming Rules in Java1249 Java has eight primitive data types1554 Different Data Types in Java1834 Java Primitive Data Types2124 Java program to add three numbers,neutral
Java Tutorial: Variables and Data Types in Java Programming,@fmstudy9235,-(2^n*8)/2  to  +  ((2^n*8)/2 -1),2n82 to 2n82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@devutmani,-2^8n/2 to 2^8n/2 - 1<br>For n bytes,28n2 to 28n2 1For n bytes,neutral
Java Tutorial: Variables and Data Types in Java Programming,@7heaven339,Amazing java course ❤,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@woolencrafting6271,This is not working on my laptop,This is not working on my laptop,neutral
Java Tutorial: Variables and Data Types in Java Programming,@TASHU666,Amezing java course,Amezing java course,neutral
Java Tutorial: Variables and Data Types in Java Programming,@mrgyanarajan9368,-(2)^n*8 /2 to 2^n*8/2-1,2n8 2 to 2n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@haseebsatti1063,Where the notes of the chapter????,Where the notes of the chapter,neutral
Java Tutorial: Variables and Data Types in Java Programming,@aapkaapk4878,amazing java class,amazing java class,positive
Java Tutorial: Variables and Data Types in Java Programming,@MG_Dynamic,amazing java course,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@sarveshgamingff5198,-2^8n/2 to 2^8n-1/2,28n2 to 28n12,neutral
Java Tutorial: Variables and Data Types in Java Programming,@radhaarti9524,Amazing👍👍,Amazing,positive
Java Tutorial: Variables and Data Types in Java Programming,@akashsahana2698,"package my.crecat.first;<br><br>import java.util.Scanner;<br>public class code {<br>    public static void main(String[] args) {<br>        Scanner sc = new Scanner(System.in);<br>        System.out.println(&quot;Enter the student name:&quot;);<br>        String name =  sc.nextLine();<br>        System.out.println(&quot;enter the marks of bangali&quot;);<br>        int a = sc.nextInt();<br>        System.out.println(&quot;Enter the marks of english&quot;);<br>        int b = sc.nextInt();<br>        System.out.println(&quot;enter the marks of math&quot;);<br>        int c = sc.nextInt();<br>        System.out.println(&quot;enter the marks of physic&quot;);<br>        int d = sc.nextInt();<br>        System.out.println(&quot;enter the marks of chamistary&quot;);<br>        int e = sc.nextInt();<br>        System.out.println(&quot;enter the totel marks&quot;);<br>        int totelMarks = sc.nextInt();<br>        float sum = (a+b+c+d+e);<br>        float per = (sum/totelMarks)*100;<br>        System.out.println(name+ &quot;get in&quot; + per + &quot;%in the HS&quot;);<br>    }<br>}",package mycrecatfirst import javautilScanner public class code public static void mainString args Scanner sc new ScannerSystemin SystemoutprintlnquotEnter the student namequot String name scnextLine Systemoutprintlnquotenter the marks of bangaliquot int a scnextInt SystemoutprintlnquotEnter the marks of englishquot int b scnextInt Systemoutprintlnquotenter the marks of mathquot int c scnextInt Systemoutprintlnquotenter the marks of physicquot int d scnextInt Systemoutprintlnquotenter the marks of chamistaryquot int e scnextInt Systemoutprintlnquotenter the totel marksquot int totelMarks scnextInt float sum abcde float per sumtotelMarks100 Systemoutprintlnname quotget inquot per quotin the HSquot,positive
Java Tutorial: Variables and Data Types in Java Programming,@sharingdrive,Amazing Java Course : ),Amazing Java Course,positive
Java Tutorial: Variables and Data Types in Java Programming,@luxlaxme3749,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@Supreme.Speech29,Bhi is ky cheat sheet kha hy koi baya muja plzz😢,Bhi is ky cheat sheet kha hy koi baya muja plzz,neutral
Java Tutorial: Variables and Data Types in Java Programming,@user-yq6dm3py2i,"n * 8 = m,  {-(2^m)/2)} to[ {(2^m)/2}-1] where n belongs to Natural Numbers.",n 8 m 2m2 to 2m21 where n belongs to Natural Numbers,positive
Java Tutorial: Variables and Data Types in Java Programming,@ITZ_RJ_,amazing java code !!,amazing java code,positive
Java Tutorial: Variables and Data Types in Java Programming,@user-vf2we7xm6t,nice teaching,nice teaching,positive
Java Tutorial: Variables and Data Types in Java Programming,@user-ko8cn8pv6o,"Amazing java code<a href=""UCkszU2WH9gy1mb0dV-11UJg/medal-yellow-first-red""></a>",Amazing java code,positive
Java Tutorial: Variables and Data Types in Java Programming,@everysportz678,❤❤,,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Decodeandmarry,"&quot;If I had a dollar for every time I&#39;ve watched a study video instead of actually studying, I&#39;d have enough money to pay someone to study for me.&quot;",quotIf I had a dollar for every time I39ve watched a study video instead of actually studying I39d have enough money to pay someone to study for mequot,neutral
Java Tutorial: Variables and Data Types in Java Programming,@SultanaBekzada-xv4gs,Thank you I find my problem in you videos 🙏🏼How to get this notes?,Thank you I find my problem in you videos How to get this notes,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Aparupa_Dutta,Your videos are really helpful,Your videos are really helpful,positive
Java Tutorial: Variables and Data Types in Java Programming,@zkhanbanti007,Please give me notes link,Please give me notes link,neutral
Java Tutorial: Variables and Data Types in Java Programming,@user-en5cl1gh1t,Amazing Java Course!,Amazing Java Course,positive
Java Tutorial: Variables and Data Types in Java Programming,@hemanthvenkatesh1595,amazing java code bro,amazing java code bro,positive
Java Tutorial: Variables and Data Types in Java Programming,@mahinurmitu3825,can anyone plz tell me where is the notes ?,can anyone plz tell me where is the notes,neutral
Java Tutorial: Variables and Data Types in Java Programming,@MDstar804,Aap carri menarti jaise lagte ho,Aap carri menarti jaise lagte ho,neutral
Java Tutorial: Variables and Data Types in Java Programming,@krishnaaryabhatta7052,Amazing 😍,Amazing,positive
Java Tutorial: Variables and Data Types in Java Programming,@dishasinghania,The way you have explained basics is beyond excellent. I find myself lucky to have come across your course.,The way you have explained basics is beyond excellent I find myself lucky to have come across your course,positive
Java Tutorial: Variables and Data Types in Java Programming,@raginisingh316,Amazing sir,Amazing sir,positive
Java Tutorial: Variables and Data Types in Java Programming,@harshwalia1655,Sir  notes nhi dowlned nhi ho reha ha,Sir notes nhi dowlned nhi ho reha ha,neutral
Java Tutorial: Variables and Data Types in Java Programming,@JIGSAWplayyy,noice video,noice video,neutral
Java Tutorial: Variables and Data Types in Java Programming,@mohitarora9092,-(2the power n * 8)/2  to (2 to the power n * 8)/2 -1,2the power n 82 to 2 to the power n 82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@umaralikhan3793,Bro where is notes ???,Bro where is notes,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Brainstuff0786,Thank you sir❤,Thank you sir,neutral
Java Tutorial: Variables and Data Types in Java Programming,@ankitkumarjha6354,(2^n*8)/2 to ((2^n*8)/2)-1,2n82 to 2n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@user-bo6eg6tt8s,"Thanku sir, For this lovely video",Thanku sir For this lovely video,positive
Java Tutorial: Variables and Data Types in Java Programming,@user-zo8kg5qp5c,(-2^n)/2 to [(2^n)/2-1],2n2 to 2n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@KingRBxD,-(2 power Nx8)/2 to (2) power Nx8/2 -1,2 power Nx82 to 2 power Nx82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@parshantkami4431,Amazing 🔥,Amazing,positive
Java Tutorial: Variables and Data Types in Java Programming,@n_pcreation1682,Amezing java course thank you sir ❤❤,Amezing java course thank you sir,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Code..188,Amazing Java course 😊,Amazing Java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@priyanshu7206,ShrishivayenAmastubhyam❤😊,ShrishivayenAmastubhyam,neutral
Java Tutorial: Variables and Data Types in Java Programming,@priyanshu7206,❤Parvatishivaye❤mataenamaha❤,Parvatishivayemataenamaha,neutral
Java Tutorial: Variables and Data Types in Java Programming,@priyanshu7206,Shrishivayenamastubhyam❤,Shrishivayenamastubhyam,neutral
Java Tutorial: Variables and Data Types in Java Programming,@vartikadubey6820,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@1_million_-zb8xm,-2 ^8n/2 to 2 ^8n/2-1,2 8n2 to 2 8n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@R2W171,Notes not opening,Notes not opening,neutral
Java Tutorial: Variables and Data Types in Java Programming,@Ameysahu,Amazing java course,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@kamalgupta8225,-(2^n×8)/2 to [(2^n×8)/2]-1,2n82 to 2n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@anantsingh4715,-(2^8n)/2 to (2^8n)/2 - 1,28n2 to 28n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@user-ds7dd9cp7t,great,great,positive
Java Tutorial: Variables and Data Types in Java Programming,@VanditPatel-dl2mn,- (2^8*n/2) to   (2^8*n/2) - 1,28n2 to 28n2 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@RehanAliArman-mt8pr,Really amazing lectures,Really amazing lectures,positive
Java Tutorial: Variables and Data Types in Java Programming,@AjjujicreatorA1,Sir hello world kya so Katya hai,Sir hello world kya so Katya hai,neutral
Java Tutorial: Variables and Data Types in Java Programming,@lovelymishra2949,"Dear Harry, why did I not watched your channel before.... I think I&#39;m too late to watch your videos but now I&#39;m not going to stop. Thankyou 🥹",Dear Harry why did I not watched your channel before I think I39m too late to watch your videos but now I39m not going to stop Thankyou,negative
Java Tutorial: Variables and Data Types in Java Programming,@shaguftasyed8498,Amazing sir ❤,Amazing sir,positive
Java Tutorial: Variables and Data Types in Java Programming,@fatimagul6800,System.out.print(&quot;Thank you Harry&quot;);,SystemoutprintquotThank you Harryquot,neutral
Java Tutorial: Variables and Data Types in Java Programming,@lone_wolf2020,(-2^(8*n)) To (2^(8*n)-1) <br>--&gt; Where n = size of data type.,28n To 28n1 gt Where n size of data type,neutral
Java Tutorial: Variables and Data Types in Java Programming,@syedm.hussnainraza8798,"Code with Harry is one of best place but there is also one of the great place to learn Java from basic to advance. Try it for at-least one time and watch only first video for some minutes and it will make you to watch full series.<br><a href=""https://www.youtube.com/watch?v=xA93ZZ5pYoo&amp;list=PL96X7siyqUZVqzJbUBvIM19vOlrJuyRo-"">https://www.youtube.com/watch?v=xA93ZZ5pYoo&amp;list=PL96X7siyqUZVqzJbUBvIM19vOlrJuyRo-</a>",Code with Harry is one of best place but there is also one of the great place to learn Java from basic to advance Try it for atleast one time and watch only first video for some minutes and it will make you to watch full serieshttpswwwyoutubecomwatchvxA93ZZ5pYooamplistPL96X7siyqUZVqzJbUBvIM19vOlrJuyRo,positive
Java Tutorial: Variables and Data Types in Java Programming,@sulemankhan_0,(2^(n*8)/2)  to ((2^(n*8)/2) -1),2n82 to 2n82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@bholubhaiyt309,Thank bhai ese video banane ki liye &quot;hath pakde ke sath lekar shikhaunga &quot; was heart touching for me love you bhai ❤️❤️🔥🔥🥹,Thank bhai ese video banane ki liye quothath pakde ke sath lekar shikhaunga quot was heart touching for me love you bhai,positive
Java Tutorial: Variables and Data Types in Java Programming,@VEDANSHSINGH-tp4jq,-(2^n*8)/2 to (2^n*8)/2 - 1,2n82 to 2n82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@ct02sanskrutinanwatkar58,Can pls someone tell from where I can get notes? 🥲,Can pls someone tell from where I can get notes,neutral
Java Tutorial: Variables and Data Types in Java Programming,@user-bp1eb3yq6v,-(2^n*2)/2 to (2^n*2)/2-1,2n22 to 2n221,neutral
Java Tutorial: Variables and Data Types in Java Programming,@rajbirsingh959,"Bro said R plural ki jaga aaega instead of S <a href=""https://www.youtube.com/watch?v=X0zdAG7gfgs&amp;t=412"">6:52</a>",Bro said R plural ki jaga aaega instead of S 652,neutral
Java Tutorial: Variables and Data Types in Java Programming,@HimanshuSingh-ec8fu,Nice,Nice,positive
Java Tutorial: Variables and Data Types in Java Programming,@sudipdey5274,-(2^2n)/2 to ((2^2n)/2)-1,22n2 to 22n21,neutral
Java Tutorial: Variables and Data Types in Java Programming,@tejatejaswini8551,Best explanation ever,Best explanation ever,positive
Java Tutorial: Variables and Data Types in Java Programming,@user-te4pm8ed5s,Super 👍 sir,Super sir,positive
Java Tutorial: Variables and Data Types in Java Programming,@liveinspiredlife3119,-( (2^8(n*8))/2-1,28n821,neutral
Java Tutorial: Variables and Data Types in Java Programming,@phonotech3744,-(2^8n)/2 to (2^8n)/2,28n2 to 28n2,neutral
Java Tutorial: Variables and Data Types in Java Programming,@devendrasinghthakur8551,✅,,neutral
Java Tutorial: Variables and Data Types in Java Programming,@firozbadar488,"1 byte = 8 bits <br>If n bytes <br>n*8 =  n8 <br>Then, <br>- (2^n8/2 ) to( 2^n8/2 - 1)",1 byte 8 bits If n bytes n8 n8 Then 2n82 to 2n82 1,neutral
Java Tutorial: Variables and Data Types in Java Programming,@BithalOP,Amazing JAVA course Thanks for your invaluable effort,Amazing JAVA course Thanks for your invaluable effort,positive
Java Tutorial: Variables and Data Types in Java Programming,@Unknownperson99191,Amazing java course!!!,Amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@samiumbasira7011,amazing java course!,amazing java course,positive
Java Tutorial: Variables and Data Types in Java Programming,@haseebkayani6198,Cheat sheet download nhi ho rhi 😢,Cheat sheet download nhi ho rhi,neutral
Java Tutorial: Variables and Data Types in Java Programming,@muhammadwaleed2905,Amazing Java code Harry bro,Amazing Java code Harry bro,positive
